page_num,entry_id,registration_date_and_plan_ref,property_description,date_of_lease_and_term,lessees_title,notes
67,1,10.07.1989 1 (part of): 3,3B Prince of Wales Road (Lower Maisonette): Garden Ground,28.04.1989 99 years from 29.9.1988,DT170283,"['NOTE: The lease grants and reserves rights of passage and running of water, soil, gas, electricity, support and protection.  The lease grants rights of entry for repair and alteration, right of way on foot only over the common pathway, a right to keep one dustbin in the dustbin area.  The lease reserves rights of entry and a right of way on foot only over the garden area for repair and maintenance of the upper maisonette.']"
67,2,16.07.1993 1 (part of):,3A Prince of Wales Road (First Floor Maisonette),18.06.1993 99 years from 29.9.1992,29.9.1992,"['NOTE: The lease grants and reserves rights of passage and running of water, soil, gas, electricity, support and protection.  The lease grants rights of entry for repair and alteration, right of way on foot over the common pathway and a right to keep one dustbin in the dustbin area.  The lease reserves rights of entry for repair and maintenance of the lower maisonette.']"
67,3,09.09.2003 1 (part of),3a rear of Prince of Wales Road (First Floor Flat),08.08.2003 99 years from 29.9.2002,DT311403,
67,4,30.01.2019 1 (part of): 2,3 Prince of Wales Road (Lower Floor Maisonette): Garden Ground,28.01.2019 189 years beginning on and including 29 September 1986 and ending on and including 28 September 2175,DT445099,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
68,1,05.12.1984 1,5 Prince of Wales Road Ground floor flat),21.11.1984 999 years from 21.11.1984 alterations support and protection passage and running of water soil electricity gas and other services and all such other rights easements quasi-rights and quasi-easements.The Lease also grants rights of way over the entrance drive and footpaths user of gardens and clothes line and rights to keep a dust or refuse bin in the designated storage area,DT119892,['NOTE: The Lease grants and reserves rights of entry for repairs and']
68,2,11.12.1984 1,5A Prince of Wales Road (First floor flat),21.11.1984 999 years from 21.11.1984 alterations support and protection passage and running of water soil electricity and other services and all such other rights easements quasi-rights and quasi-easements. The Lease also grants rights of way over the entrance drive and footpaths use of the clothes line and rights to keep a dust or refuse bin in the designated storage area,DT119996,['NOTE: The Lease grants and reserves rights of entry for repairs and']
69,1,14.02.2013,"Flat 2, 35 Radipole Road (first and second floors only)",12.02.2013 999 years from 09.09.1971,BGL95328,
69,2,04.06.2013,"Flat 1, 35 Radipole Road (Ground floor flat) and garden ground",17.05.2013 999 years from 9.8.1971,BGL97393,
69,3,17.09.2013,"Flat 3, 35 Radipole Road (first floor only)",13.09.2013 999 years from 23 December 1990,BGL99600,['NOTE: See entry in the Charges register relaing to a Deed of Variation dated 3 August 2015.']
69,4,17.09.2013,"Flat 4, 35 Radipole Road (second and third floors)",13.09.2013 999 years from 23/12/1990,BGL99602,
69,5,17.09.2014,basement area of Flat 1,04.06.2013 999 years from 9.8.1971,BGL108012,"['NOTE: The land in this title is not part of the land originally demised by the lease of which short particulars are set out above but is registered as an accretion to that lease, having been acquired by encroachment from the land originally demised.']"
70,1,3,28 Portland Place,25.03.1925 999 years from 11.10.1920,305875,['NOTE: See entry in the Charges Register relating to a Deed of Variation dated 13 October 2006']
70,2,7,94 (formerly 15) New Cavendish Street,19.08.1920 999 years from 6.4.1916,NGL65559,
70,3,11.01.1960 2 and 13,26 Portland Place and 4 Cavendish Mews South,26.03.1959 999 years from 6.1.1959,LN188811,
70,4,28.03.1972 6,92 New Cavendish Street,03.03.1972 99 years from 25.12.1971,NGL199491,
70,5,11.04.1972 5,32 Portland Place,03.03.1972 99 years from 25.12.1971,NGL200379,
70,6,14.07.2005 8 (part of),"Fifth Floor Flat 15, 96 to 100 (even) New Cavendish Street",29.04.2005 189 years (less 6 days) from 6.1.1924,NGL850273,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Deveopment Act 1993']"
70,7,18.10.2007 8 (part of),"First Floor Flat 7, 96 to 100 (even) New Cavendish Street",21.09.2007 From 21.9.2007 to 31.12.2112,NGL888577,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
70,8,24.12.2010 10 (part of): 11 (part of),"Suite 2, Ist Floor 1 Duchess Street",08.12.2010 10 years from 8.12.2010,NGL915210,
70,9,03.06.2011 8 (part of),"Third Floor Flat 10a, 96 to 100 (even) New Cavendish Street",24.05.2011 From and including 24.5.2011 to and including 31.12.2112,NGL918889,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
70,10,05.12.2011 6 (part of),"Flat 1, 92 New Cavendish Street (First Floor)",02.03.2009 From and including 2.3.2009 to and including 1.3.2031,NGL922696,"['NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease.']"
70,11,05.12.2011 6 (part of),"Flat 2, 92 New Cavendish Street (First Floor and Mezzanine Floor)",02.03.2009 From and including 2.3.2009 to and including 1.3.2031,NGL922700,"['NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease.']"
70,12,05.12.2011 6 (part of),"Flat 4, 92 New Cavendish Street (Second Floor)",02.03.2009 From and including 2.3.2009 to and including 1.3.2031,NGL922707,"['NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease.']"
70,13,05.12.2011 6 (part of),"Flat 3, 92 New Cavendish Street (Second and Third Floor)",02.03.2009 From and including 2.3.2009 to and including 1.3.2031,NGL922706,"['NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease.']"
70,14,16.02.2012 8 (part of),"Flat 2, 96-100 New Cavendish Street (Ground Floor)",10.02.2012 From and including 10.2.2012 to and including 23.12.2157,NGL924167,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
70,15,22.05.2012,"Flat 14, 96 to 100 New Cavendish Street",09.05.2012 From 9.5.2012 to 31.12.2112,NGL926414,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
70,16,09.08.2012 8 (part of) September 2012,100a New Cavendish Street (basement floor),19.07.2012 8 years from 6,NGL928197,
70,17,12.12.2012 8 (part of),"Flat 16, 96-100 New Cavendish Street (Fourth Floor)",20.11.2012 From 20/11/2012 to 23/12/2157,NGL930897,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
70,18,13.02.2013 8 (Part of),"Flat 6, 96-100 New Cavendish Street",23.01.2013 From and including 13.02.2013 to and including 23.12.2157,NGL932197,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
70,19,11.06.2013 8 (part of),"Flat 8, 96-100 New Cavendish Street (Second Floor Flat)",24.04.2013 from and including 24.4.2013 to and including 23.12.2157,NGL934043,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
70,20,20.05.2014 6 (part of),"Flat A, 92 New Cavendish Street (Ground and Lower Ground Floors)",10.10.2013 From and including 10.10.2013 to and including 9.10.2035,NGL942588,"['NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease']"
70,21,20.05.2014 6 (part of),"Flat B, 92 New Cavendish Street (Ground and Lower Ground Floors)",10.10.2013 From and including 10.10.2013 to and including 9.10.2035,NGL942589,"['NOTE: During the subsistence of this lease, the lease dated 3 March 1972 referred to above takes effect as an underlease']"
70,22,23.11.2015 8 (part of),"Flat 10, 96-100 New Cavendish Street (Third Floor)",21.10.2015 from and including 21.10.2015 to and including 31.12.2112,NGL955631,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
70,23,07.01.2016,30 Portland Place,15.12.2015 From and including 09.06.2016 to and including 08.06.2026,NGL956625,['NOTE: This is a reversionary lease']
70,24,26.02.2016 9 (part of) : 10 (part of),"Suite 3, 2nd floor, 1 Duchess Street",19.01.2016 From and including 19.01.2016 to and including 18.01.2026,NGL958019,
70,25,01.07.2016 8 (part of),"8A, 96-100 New Cavendish Street (second floor flat)",23.06.2016 from 23.06.2016 to and including 23.12.2157,NGL961456,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
70,26,03.11.1993 8 (part of),96 to 100 (even) New Cavendish Street,06.10.1993 75 years from 25 December 1992,NGL711861,
70,27,08.02.2019 8 (part of),"Flat 3, 96-100 New Cavendish Street, (ground floor flat)",25.01.2019 from and including 25 January 2019 to and including 23 December 2157,NGL985422,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
71,1,28.03.2013 21 (part of),"Buildings 128,134,154,157,and 192",23.01.2013 15 years from and including 17.06.2013 until and including 16.06.2028,WS65018,['NOTE: a CD-ROM containing images accompanied the lease but no copy has been retained by Land Registry']
71,2,"17.06.2016 10, 11, 12, 13, 16 and 21 (part of)","Westland Leisure Complex, Westbourne Road, Yeovil",27.05.2016 30 years from 27.5.2016,WS76208,['NOTE: Lease comprises also other land']
72,1,05.01.2009,"17 acres of land at Almshouses, Ulpha",05.04.2005 from 1 April 2005 until 31 March 2013,,
72,2,05.01.2009,land at Ulpha,01.11.2002 10 years from 1 November 2002,,
72,3,05.01.2009,22 acres of land at Ulpha,05.04.2005 from 1 April 2005 to 31 March 2013,,
73,1,27.03.2006 edged and numbered 1 in blue (part of),Mackenzie House (the lower and upper ground floors are excluded from the lease),01.02.2006 150 years (less 7 days) from 26.03.2002,WYK816995,"['NOTE 1: The lease also comprises other land.', 'NOTE 2: See entry in the Charges Register relating to a Deed of variation dated 9 June 2009.']"
74,1,01.09.2005 Edged and numbered 1 in blue,land off Meadow View Road,02.06.1999 30 years from 1.4.1999,,
74,2,04.06.2010 Edged and numbered 2 in blue,Newport Cricket Club,01.04.2010 25 years from 01/04/2010,SL206494,
75,1,10.09.2018,"Plumtree Court, 25 Shoe Lane",17.08.2018 25 years from and including 31 January 2019 to and including 30 January 2044,AGL454286,"['NOTE 1: The lease comprises also other land.', 'NOTE 2: See entry in the Charges Register relating to a Deed of Variation dated 28 January 2019.', 'NOTE 3: See entry in the Charges Register relating to a Deed of Variation dated 23 May 2019.']"
76,1,27.11.2007 Edged and numbered 5 in yellow (part of): edged and numbered 8 in yellow (part of),Unit 5 & Unit 6,04.05.2007 10 years from 4.5.2007,AGL177742,
76,2,09.11.2011 Edged and numbered 7 in yellow,Unit 10 Victoria Industrial Estate,27.10.2011 from and including 27/10/2011 to and including 26/10/11,AGL243764,['NOTE: See entry in the charges register relating to Deeds of Variaiton dated 18 august 2014 and 27 November 2015']
76,3,07.12.2011 Edged and numbered 2 in yellow (part of),Unit 7 Victoria Industrial Estate,11.11.2011 from and including 11/11/11 to and including 10/11/2021,AGL245559,
76,4,17.07.2012 Edged and numbered 13 in yellow,Unit 11 Victoria Industrial Estate,30.05.2012 From and including 30.5.2012 for a term of 10 years to and including 29.5.2022,AGL260828,
76,5,07.05.2013 Edged and numbered 14 in yellow,"Unit 13, Victoria Industrial Estate",30.11.2012 From and including 30.11.2012 to and including 29.11.2017,,
76,6,22.07.2014 Edged and numbered 9 in yellow,Unit 3 Victoria Industrial Estate,26.06.2014 From & including 26.06.2014 to & including 25.06.2029,AGL317852,
76,7,11.09.2014 Edged and numbered 4 in yellow (part of),Unit 1 Victoria Industrial Estate,21.05.2014 10 years from and including 21/05/2014 to and including 20/05/2024,AGL322358,
76,8,07.10.2015 Edged and numbered 10 in yellow (part of): edged and numbered 15 in yellow,Unit 9 Victoria Industrial Estate,21.09.2015 From and including 23.9.2015 to and including 22.9.2020,,
76,9,05.07.2017,Unit 12 Victoria Industrial Estate,08.06.2017 from 30.4.2017 until 29.4.2022,,
76,10,17.10.2017  Edged and numbered 2 in blue,Electricity Substation,02.10.2017 99 years commencing on and including 2.10.2017,AGL425794,['NOTE: See entry in the Charges Register relating to landlords restrictive covenants.']
76,11,24.05.2018 Edged and numbered 12 in yellow,Monarch House,18.05.2018 25 years from 30 April 2018 to 29 April 2043,AGL444833,['NOTE: NOTE:-See entry in the Charges Register relating to landlords restrictive covenants.']
76,12,14.09.2018,Unit 4 Victoria Industrial Estate,07.09.2018 from and including 7 September 2018 to and including 24 March 2022,,
76,13,21.01.2019 Edged and numbered 1 in blue,Electricity Substation,08.01.2019 20 years from and including 8 January 2019,AGL466120,['NOTE: See entry in the Charges Register relating to the rights granted by this lease.']
77,1,12.09.2013,Measurement House,25.06.2013 7 years from and including 25/06/2013,,
78,1,13.06.2002,Airspace on the South East side of New Fetter Lane,23.03.2006 50 years from 23/3/2006,NGL862425,['NOTE: The lease comprises also other land']
78,2,12.07.2013,12/14 New Fetter Lane & 43 Fetter Lane,17.05.2013 154 years from and including 1.1.2011,AGL288042,['NOTE: The lease comprises also other land.']
79,1,23.03.1999 edged and numbered 2 in brown,Windsor Baths and 64-80 (even) Morley Street,02.03.1999 125 years from 2.3.1999,WYK644009,
79,2,20.08.2001 edged and numbered 4 in brown,land and buildings at Glydegate,25.05.2001 125 years from 1.5.2001,WYK699069,
79,3,06.09.2001 edged and numbered 5 in brown to the land edged and numbered 6 in brown on the title plan.,"Glyde House, Little Horton Lane",13.10.1995 99 years from above 1.10.1994,WYK699915,
79,4,29.11.2002 edged and numbered 5 in brown (part of),Land on the North side of Chester Street,11.10.2002 125 years from 1.5.2001,WYK728051,
80,1,19.07.2006 2 (part of),7 Century House (second floor flat),22.06.2006 199 years from 22.6.2006,SY751696,
80,2,19.07.2006 2 (part of),12 Century House (second floor flat),22.06.2006 199 years from 22.6.2006,SY751692,
80,3,03.07.2006 2 (part of),"5 Century House, (first floor flat)",15.06.2006 199 years from 15.6.2006,SY751012,
80,4,19.07.2006 2 (part of),11 Century House (second floor flat),16.06.2006 199 years from 16.6.2006,SY751693,
80,5,19.07.2006 2 (part of),8 Century House (second floor flat),16.06.2006 199 years from 16.6.2006,SY751691,
80,6,19.07.2006 2 (part of),3 Century House (first floor flat),15.06.2006 199 years from 16.6.2006,SY751725,
80,7,19.07.2006 2 (part of),9 Century House (second floor flat),20.06.2006 199 years from 20.6.2006,SY751694,
80,8,19.07.2006 2 (part of and 4 (part of),"10 Century House, (second floor flat)",20.06.2006 199 years from 20.6.2006,SY751695,
